1,Danemark,false
2,France,false
3,Pologne,false
4,Allemagne,false
5,Croatie,false
6,Slovenie,false
7,Qatar,false
8,Bresil,false
9,Russie,false
10,France,false
11,Pays-Bas,false
12,Norvege,false
13,Angola,false
14,Suede,false
15,Espagne,false
16,Bresil,false
17,Etats-Unis,false
18,France,false
19,Australie,false
20,Russie,false
21,Bresil,false
22,Belgique,false
23,Canada,false
24,Japon,false
25,Etats-Unis,false
26,Grande-Bretagne,false
27,Allemagne,false
28,Pays-Bas,false
29,Jamaique,false
30,Japon,false
31,Canada,false
32,Chine,false
33,Grande-Bretagne,false
34,Bresil,false
35,Trinite-et-Tobago,false
36,Etats-Unis,false
37,Danemark,true
38,Danemark,true
39,Danemark,true
40,Danemark,true
41,Danemark,true
42,Danemark,true
43,Danemark,true
44,Danemark,true
45,Danemark,true
46,Danemark,true
47,Danemark,true
48,Danemark,true
49,Danemark,true
50,Danemark,true
51,France,true
52,France,true
53,France,true
54,France,true
55,France,true
56,France,true
57,France,true
58,France,true
59,France,true
60,France,true
61,France,true
62,France,true
63,France,true
64,France,true
65,Pologne,true
66,Pologne,true
67,Pologne,true
68,Pologne,true
69,Pologne,true
70,Pologne,true
71,Pologne,true
72,Pologne,true
73,Pologne,true
74,Pologne,true
75,Pologne,true
76,Pologne,true
77,Pologne,true
78,Pologne,true
79,Allemagne,true
80,Allemagne,true
81,Allemagne,true
82,Allemagne,true
83,Allemagne,true
84,Allemagne,true
85,Allemagne,true
86,Allemagne,true
87,Allemagne,true
88,Allemagne,true
89,Allemagne,true
90,Allemagne,true
91,Allemagne,true
92,Allemagne,true
93,Allemagne,true
94,Croatie,true
95,Croatie,true
96,Croatie,true
97,Croatie,true
98,Croatie,true
99,Croatie,true
100,Croatie,true
101,Croatie,true
102,Croatie,true
103,Croatie,true
104,Croatie,true
105,Croatie,true
106,Croatie,true
107,Croatie,true
108,Croatie,true
109,Croatie,true
110,Croatie,true
111,Croatie,true
112,Croatie,true
113,Slovenie,true
114,Slovenie,true
115,Slovenie,true
116,Slovenie,true
117,Slovenie,true
118,Slovenie,true
119,Slovenie,true
120,Slovenie,true
121,Slovenie,true
122,Slovenie,true
123,Slovenie,true
124,Slovenie,true
125,Slovenie,true
126,Slovenie,true
127,Slovenie,true
128,Slovenie,true
129,Bresil,true
130,Bresil,true
131,Bresil,true
132,Bresil,true
133,Bresil,true
134,Bresil,true
135,Bresil,true
136,Bresil,true
137,Bresil,true
138,Bresil,true
139,Bresil,true
140,Bresil,true
141,Bresil,true
142,Bresil,true
143,Qatar,true
144,Qatar,true
145,Qatar,true
146,Qatar,true
147,Qatar,true
148,Qatar,true
149,Qatar,true
150,Qatar,true
151,Qatar,true
152,Qatar,true
153,Qatar,true
154,Qatar,true
155,Qatar,true
156,Qatar,true
157,France,true
158,France,true
159,France,true
160,France,true
161,France,true
162,France,true
163,France,true
164,France,true
165,France,true
166,France,true
167,France,true
168,France,true
169,France,true
170,France,true
171,France,true
172,Russie,true
173,Russie,true
174,Russie,true
175,Russie,true
176,Russie,true
177,Russie,true
178,Russie,true
179,Russie,true
180,Russie,true
181,Russie,true
182,Russie,true
183,Russie,true
184,Russie,true
185,Russie,true
186,Russie,true
187,Russie,true
188,Pays-Bas,true
189,Pays-Bas,true
190,Pays-Bas,true
191,Pays-Bas,true
192,Pays-Bas,true
193,Pays-Bas,true
194,Pays-Bas,true
195,Pays-Bas,true
196,Pays-Bas,true
197,Pays-Bas,true
198,Pays-Bas,true
199,Pays-Bas,true
200,Pays-Bas,true
201,Pays-Bas,true
202,Norvege,true
203,Norvege,true
204,Norvege,true
205,Norvege,true
206,Norvege,true
207,Norvege,true
208,Norvege,true
209,Norvege,true
210,Norvege,true
211,Norvege,true
212,Norvege,true
213,Norvege,true
214,Norvege,true
215,Norvege,true
216,Norvege,true
217,Bresil,true
218,Bresil,true
219,Bresil,true
220,Bresil,true
221,Bresil,true
222,Bresil,true
223,Bresil,true
224,Bresil,true
225,Bresil,true
226,Bresil,true
227,Bresil,true
228,Bresil,true
229,Bresil,true
230,Bresil,true
231,Espagne,true
232,Espagne,true
233,Espagne,true
234,Espagne,true
235,Espagne,true
236,Espagne,true
237,Espagne,true
238,Espagne,true
239,Espagne,true
240,Espagne,true
241,Espagne,true
242,Espagne,true
243,Espagne,true
244,Espagne,true
245,Suede,true
246,Suede,true
247,Suede,true
248,Suede,true
249,Suede,true
250,Suede,true
251,Suede,true
252,Suede,true
253,Suede,true
254,Suede,true
255,Suede,true
256,Suede,true
257,Suede,true
258,Suede,true
259,Suede,true
260,Suede,true
261,Angola,true
262,Angola,true
263,Angola,true
264,Angola,true
265,Angola,true
266,Angola,true
267,Angola,true
268,Angola,true
269,Angola,true
270,Angola,true
271,Angola,true
272,Angola,true
273,Angola,true
274,Angola,true
275,Angola,true
276,Etats-Unis,true
277,France,true
278,Etats-Unis,true
279,Grande-Bretagne,true
280,Ukraine,true
281,Afrique du Sud,true
282,Bresil,true
283,Lituanie,true
284,Russie,true
285,Canada,true
286,Grece,true
287,Roumanie,true
288,Japon,true
289,Italie,true
290,Australie,true
291,Bresil,true
292,Danemark,true
293,Etats-Unis,true
294,Bielorussie,true
295,Grande-Bretagne,true
296,Australie,true
297,Pays-Bas,true
298,Australie,true
299,Bresil,true
300,Bahamas,true
301,Canada,true
302,Danemark,true
303,Suede,true
304,Suede,true
305,Etats-Unis,true
306,Allemagne,true
307,Pays-Bas,true
308,Canada,true
309,Chine,true
310,Japon,true
311,France,true
312,Japon,true
313,Australie,true
314,Belgique,true
315,Grande-Bretagne,true
316,Etats-Unis,true
317,Bresil,true
318,Pays-Bas,true
319,Chine,true
320,Singapour,true
321,Canada,true
322,France,true
323,Allemagne,true
324,Chine,true
325,Etats-Unis,true
326,Grande-Bretagne,true
327,Etats-Unis,true
328,Allemagne,true
329,Japon,true
330,Russie,true
331,Etats-Unis,true
332,Australie,true
333,Italie,true
334,Australie,true
335,Chine,true
336,Suede,true
337,Australie,true
338,Italie,true
339,Etats-Unis,true
340,Australie,true
341,France,true
342,Grande-Bretagne,true
343,Etats-Unis,true
344,Hongrie,true
345,Canada,true
346,Australie,true
347,Australie,true
348,France,true
349,Etats-Unis,true
350,Japon,true
351,Hongrie,true
352,Afrique du Sud,true
353,Japon,true
354,Danemark,true
355,Hongrie,true
356,Belgique,true
357,Chine,true
358,France,true
359,Etats-Unis,true
360,Russie,true
361,Etats-Unis,true
362,France,true
363,Australie,true
364,France,true
365,Australie,true
366,Russie,true
367,Russie,true
368,Russie,true
369,Bresil,true
370,Bresil,true
371,Bresil,true
372,Belgique,true
373,Belgique,true
374,Belgique,true
375,Canada,true
376,Canada,true
377,Japon,true
378,Japon,true
379,Japon,true
380,Etats-Unis,true
381,Grande-Bretagne,true
382,Jamaique,true
383,Etats-Unis,true
384,Canada,true
385,Jamaique,true
386,Afrique du Sud,true
387,Cote d’Ivoire,true
388,France,true
389,Etats-Unis,true
390,France,true
391,Grenade,true
392,Pays-Bas,true
393,Etats-Unis,true
394,Panama,true
395,Turquie,true
396,Afrique du Sud,true
397,Grenade,true
398,Trinite et tobago,true
399,Botswana,true
400,Bahrein,true
401,Grenade,true
402,Grande-Bretagne,true
403,Turquie,true
404,Jamaique,true
405,Etats-Unis,true
406,Chine,true
407,Iran,true
408,Grande-Bretagne,true
409,Japon,true
410,Saint-Christophe-et-Nieves,true
411,Antigua-et-Barbuda,true
412,Bahrein,true
413,Japon,true
414,Bahamas,true
415,Trinite et tobago,true
416,Sainte-Lucie,true
417,Suriname,true
418,Singapour,true
419,Etats-Unis,true
420,Bahrein,true
421,Nigeria,true
422,Cuba,true
423,Pays-Bas,true
424,Trinite et tobago,true
425,Belgique,true
426,Japon,true
427,Norvege,true
428,Soudan,true
429,Jamaique,true
430,Jamaique,true
431,Etats-Unis,true
432,Jamaique,true
433,Cote d’Ivoire,true
434,Pays-Bas,true
435,Trinite et tobago,true
436,Etats-Unis,true
437,Jamaique,true
438,Grande-Bretagne,true
439,Etats-Unis,true
440,Bulgarie,true
441,Bahamas,true
442,Etats-Unis,true
443,Jamaique,true
444,Etats-Unis,true
445,Etats-Unis,true
446,Jamaique,true
447,Ukraine,true
448,Italie,true
449,Kenya,true
450,Bahrein,true
451,Ethiopie,true
452,Ethiopie,true
453,Bielorussie,true
454,Etats-Unis,true
455,Etats-Unis,true
456,Bahrein,true
457,Etats-Unis,true
458,Coree du Nord,true
459,Kenya,true
460,Ethiopie,true
461,Etats-Unis,true
462,erythree,true
463,Tanzanie,true
464,Etats-Unis,true
465,Suisse,true
466,Ouganda,true
467,Grande-Bretagne,true
468,Canada,true
469,Grande-Bretagne,true
470,Australie,true
471,Etats-Unis,true
472,Chine,true
473,Etats-Unis,true
474,Pays-Bas,true
475,Colombie,true
476,Espagne,true
477,Inde,true
478,Japon,true
479,Ouzbekistan,true
480,Colombie,true
481,Cuba,true
482,Belgique,true
483,Danemark,true
484,Pologne,true
485,Grande-Bretagne,true
486,Suede,true
487,Canada,true
488,Hongrie,true
489,Italie,true
490,Chine,true
491,Coree Du Sud,true
492,Nouvelle-Zelande,true
493,Chine,true
494,Etats-Unis,true
495,Etats-Unis,true
496,Russie,true
497,Russie,true
498,Russie,true
499,Ukraine,true
500,Georgie,true
501,Armenie,true
502,Georgie,true
503,Russie,true
504,Etats-Unis,true
505,Japon,true
506,Emirats Arabes Unis,true
507,Russie,true
508,Danemark,true
509,Iran,true
510,Coree Du Sud,true
511,Japon,true
512,Azerbaidjan,true
513,Chine,true
514,Bulgarie,true
515,Pays-Bas,true
516,Grece,true
517,France,true
518,Australie,true
519,France,true
520,Pologne,true
521,Chine,true
522,Mexique,true
523,Etats-Unis,true
524,Coree Du Sud,true
525,Serbie,true
526,Azerbaidjan,true
527,Grande-Bretagne,true
528,Argentine,true
529,Japon,true
530,Chine,true
531,Chine,true
532,Coree Du Nord,true
533,Italie,true
534,Ukraine,true
535,Russie,true
536,Coree Du Sud,true
537,Allemagne,true
538,Coree Du Sud,true
539,Bielorussie,true
540,Chine,true
541,Chine,true
542,Etats-Unis,true
543,Suisse,true
544,Grande-Bretagne,true
545,Suisse,true
546,Republique Tcheque,true
547,Espagne,true
